ExpenditureID,Type,Date,Amount,DueDate,MaintenanceID,StaffID,FurnitureID
58209,Furniture,2017-09-14,859.93,2017-11-10,null,null,10729
58210,Wages,2017-11-24,63062,2017-12-18,null,271,null
58211,Wages,2017-06-19,57108,2017-07-11,null,218,null
58212,Wages,2018-06-23,77790,2018-08-21,null,101,null
58213,Wages,2019-04-22,114867,2019-06-11,null,179,null
58214,Furniture,2020-04-19,626.05,2020-06-13,null,null,13476
58215,Maintenance,2019-10-17,1389.73,2019-12-15,1585,null,null
58216,Maintenance,2019-07-10,1739.56,2019-08-26,2602,null,null
58217,Wages,2019-08-25,143071,2019-09-23,null,118,null
58218,Maintenance,2017-01-26,1771.15,2017-02-05,2957,null,null
58219,Furniture,2018-07-04,975.41,2018-08-23,null,null,11808
58220,Wages,2018-12-05,90119,2018-12-30,null,126,null
58221,Maintenance,2016-09-19,722.16,2016-11-03,2954,null,null
58222,Wages,2017-11-29,128797,2017-12-30,null,230,null
58223,Furniture,2019-07-13,538.45,2019-07-26,null,null,10624
58224,Wages,2018-07-30,144176,2018-08-28,null,284,null
58225,Wages,2020-05-16,110733,2020-05-30,null,257,null
58226,Maintenance,2017-05-03,111.11,2017-06-02,2114,null,null
58227,Wages,2019-11-15,89673,2020-01-05,null,232,null
58228,Wages,2018-11-25,74278,2018-12-13,null,145,null
58229,Furniture,2017-05-03,585.88,2017-05-28,null,null,13975
58230,Furniture,2020-01-28,772.96,2020-02-07,null,null,12706
58231,Maintenance,2017-07-12,569.26,2017-08-07,1074,null,null
58232,Furniture,2020-11-01,749.56,2020-11-23,null,null,11034
58233,Furniture,2016-03-22,779.35,2016-05-09,null,null,12776
58234,Maintenance,2015-12-30,1483.72,2016-01-25,1036,null,null
58235,Furniture,2018-03-28,586.67,2018-04-17,null,null,10750
58236,Furniture,2018-01-01,520.8,2018-01-16,null,null,12625
58237,Wages,2017-01-27,86020,2017-03-24,null,273,null
58238,Wages,2017-02-02,75062,2017-03-25,null,157,null
58239,Wages,2018-07-04,26103,2018-09-01,null,166,null
58240,Maintenance,2020-11-03,990.43,2020-12-06,2469,null,null
58241,Furniture,2018-08-13,991.51,2018-08-27,null,null,13532
58242,Maintenance,2020-08-17,1238.54,2020-09-27,2207,null,null
58243,Furniture,2017-03-26,782.5,2017-05-17,null,null,11482
58244,Furniture,2017-07-02,578.19,2017-07-29,null,null,10813
58245,Furniture,2016-01-31,945.47,2016-02-25,null,null,13836
58246,Furniture,2018-10-18,889.09,2018-11-29,null,null,10796
58247,Maintenance,2019-08-19,1115.31,2019-10-10,1966,null,null
58248,Wages,2016-11-29,102496,2016-12-20,null,146,null
58249,Maintenance,2018-11-13,1085.24,2018-12-12,1703,null,null
58250,Maintenance,2019-05-15,1410.41,2019-06-09,2015,null,null
58251,Wages,2016-12-11,128287,2017-02-02,null,187,null
58252,Wages,2020-09-29,91135,2020-11-07,null,163,null
58253,Wages,2019-11-17,129930,2019-12-29,null,209,null
58254,Maintenance,2017-10-11,1242.2,2017-12-08,2702,null,null
58255,Maintenance,2020-06-24,726.08,2020-08-09,1864,null,null
58256,Maintenance,2020-04-11,190.63,2020-06-10,1619,null,null
58257,Furniture,2019-02-08,542.9,2019-03-29,null,null,11521
58258,Wages,2020-09-01,141196,2020-10-03,null,120,null
58259,Maintenance,2020-06-16,1225.4,2020-07-09,2078,null,null
58260,Furniture,2017-07-28,792.69,2017-08-24,null,null,13131
58261,Furniture,2018-07-28,582.64,2018-09-01,null,null,10387
58262,Wages,2019-02-15,111128,2019-03-24,null,172,null
58263,Furniture,2016-04-08,820.04,2016-05-17,null,null,13420
58264,Furniture,2016-05-07,737.02,2016-05-27,null,null,12714
58265,Furniture,2019-12-27,836.42,2020-01-07,null,null,12241
58266,Maintenance,2019-03-18,965.06,2019-05-07,1566,null,null
58267,Wages,2017-04-29,72877,2017-06-11,null,300,null
58268,Furniture,2019-09-28,740.79,2019-11-10,null,null,14161
58269,Wages,2017-05-20,56252,2017-06-08,null,176,null
58270,Maintenance,2017-02-04,188.65,2017-02-15,1976,null,null
58271,Furniture,2019-08-20,762.1,2019-10-06,null,null,13165
58272,Wages,2017-04-30,34593,2017-06-01,null,121,null
58273,Maintenance,2019-09-27,983.17,2019-10-31,2959,null,null
58274,Maintenance,2020-09-05,864.43,2020-09-29,1691,null,null
58275,Furniture,2017-06-19,751.86,2017-07-22,null,null,11884
58276,Maintenance,2017-10-27,1514.06,2017-12-14,1608,null,null
58277,Wages,2016-03-20,40047,2016-04-25,null,260,null
58278,Wages,2018-02-23,90285,2018-03-19,null,215,null
58279,Maintenance,2018-11-22,1475.29,2018-12-08,1571,null,null
58280,Maintenance,2018-03-17,379.08,2018-05-11,1261,null,null
58281,Wages,2020-03-29,108725,2020-04-27,null,277,null
58282,Maintenance,2020-10-03,1066.77,2020-11-20,1811,null,null
58283,Wages,2017-11-25,52602,2017-12-13,null,270,null
58284,Wages,2020-07-28,111671,2020-08-20,null,197,null
58285,Furniture,2018-02-28,834.7,2018-04-17,null,null,13552
58286,Furniture,2017-03-31,706.63,2017-05-15,null,null,11575
58287,Wages,2016-07-30,39052,2016-08-15,null,114,null
58288,Maintenance,2019-01-12,168.93,2019-01-27,1088,null,null
58289,Maintenance,2016-06-14,796.37,2016-08-03,2765,null,null
58290,Wages,2018-12-27,127909,2019-02-04,null,138,null
58291,Furniture,2019-07-27,738.64,2019-09-15,null,null,13067
58292,Wages,2018-01-09,50576,2018-02-20,null,192,null
58293,Wages,2020-08-26,129980,2020-09-26,null,228,null
58294,Wages,2016-02-03,47502,2016-02-21,null,145,null
58295,Furniture,2018-08-18,755.67,2018-09-10,null,null,13925
58296,Furniture,2018-12-21,892.14,2019-02-07,null,null,10470
58297,Maintenance,2020-09-19,392.09,2020-11-10,2817,null,null
58298,Wages,2016-10-20,47236,2016-12-09,null,112,null
58299,Maintenance,2016-04-16,568.92,2016-06-01,2228,null,null
58300,Furniture,2016-02-10,598.99,2016-03-29,null,null,12305
58301,Furniture,2019-02-04,607.85,2019-02-27,null,null,10679
58302,Wages,2018-04-28,44025,2018-06-20,null,262,null
58303,Maintenance,2016-02-24,256.57,2016-04-08,1611,null,null
58304,Wages,2020-07-14,75008,2020-08-18,null,125,null
58305,Furniture,2018-05-18,706.8,2018-07-01,null,null,10674
58306,Furniture,2016-02-06,669.4,2016-02-18,null,null,11154
58307,Wages,2017-08-18,60415,2017-10-02,null,122,null
58308,Maintenance,2016-02-25,841.03,2016-03-16,1453,null,null
58309,Maintenance,2016-08-29,1675.27,2016-10-04,1674,null,null
58310,Furniture,2019-07-06,803.69,2019-08-13,null,null,12326
58311,Furniture,2019-05-05,604.79,2019-06-20,null,null,11042
58312,Furniture,2020-02-23,912.1,2020-03-25,null,null,12200
58313,Maintenance,2018-01-28,1910.66,2018-02-23,1741,null,null
58314,Maintenance,2019-02-11,1135.42,2019-03-05,2337,null,null
58315,Wages,2018-08-24,85225,2018-09-05,null,159,null
58316,Wages,2017-12-03,129589,2018-01-11,null,243,null
58317,Wages,2018-11-19,145566,2018-12-17,null,222,null
58318,Wages,2020-03-10,140650,2020-04-24,null,149,null
58319,Wages,2016-06-24,99553,2016-08-22,null,298,null
58320,Furniture,2017-12-05,640.71,2017-12-27,null,null,11358
58321,Wages,2019-11-15,36520,2019-11-28,null,312,null
58322,Furniture,2019-08-31,581.11,2019-10-08,null,null,10608
58323,Maintenance,2018-11-13,1699.52,2018-11-25,2227,null,null
58324,Furniture,2020-04-14,998.6,2020-05-23,null,null,11556
58325,Furniture,2019-02-22,625.39,2019-03-30,null,null,11852
58326,Maintenance,2018-12-29,1137.97,2019-02-19,2995,null,null
58327,Maintenance,2017-01-20,1560.18,2017-03-16,2570,null,null
58328,Furniture,2019-03-01,1000.72,2019-04-18,null,null,13731
58329,Wages,2018-08-20,94471,2018-09-27,null,289,null
58330,Wages,2017-12-17,39420,2018-01-17,null,178,null
58331,Furniture,2019-05-13,704.49,2019-06-07,null,null,12734
58332,Wages,2017-01-09,144825,2017-03-10,null,253,null
58333,Wages,2019-01-25,112440,2019-03-12,null,209,null
58334,Maintenance,2020-06-27,246.3,2020-07-14,2885,null,null
58335,Wages,2019-02-11,45855,2019-02-26,null,221,null
58336,Wages,2018-03-20,142562,2018-04-27,null,284,null
58337,Maintenance,2019-02-12,1266.17,2019-04-01,2877,null,null
58338,Wages,2018-01-12,118582,2018-02-23,null,196,null
58339,Furniture,2017-07-15,836.53,2017-07-26,null,null,12203
58340,Wages,2016-02-19,66899,2016-04-13,null,215,null
58341,Wages,2019-07-11,146096,2019-07-24,null,253,null
58342,Maintenance,2020-04-24,746.6,2020-05-16,2213,null,null
58343,Furniture,2017-03-06,538.53,2017-03-27,null,null,12033
58344,Maintenance,2016-09-08,1467.56,2016-10-05,2858,null,null
58345,Wages,2018-07-02,27935,2018-08-10,null,292,null
58346,Maintenance,2018-05-05,195.65,2018-06-27,2991,null,null
58347,Furniture,2018-03-14,827.88,2018-03-27,null,null,13786
58348,Wages,2020-03-29,80562,2020-04-15,null,167,null
58349,Maintenance,2020-06-21,1428.76,2020-07-12,1573,null,null
58350,Furniture,2020-01-03,855.74,2020-02-28,null,null,12033
58351,Wages,2015-11-29,36207,2015-12-24,null,222,null
58352,Furniture,2018-08-21,752.97,2018-09-30,null,null,11802
58353,Furniture,2018-07-08,895.5,2018-07-21,null,null,13097
58354,Furniture,2019-09-03,793.55,2019-10-10,null,null,10803
58355,Wages,2020-02-02,119098,2020-02-27,null,170,null
58356,Maintenance,2016-02-02,1623.28,2016-03-21,2485,null,null
58357,Maintenance,2018-08-15,598.07,2018-10-06,2774,null,null
58358,Furniture,2020-08-08,857.13,2020-09-28,null,null,11733
58359,Maintenance,2019-07-16,388.08,2019-08-11,1030,null,null
58360,Furniture,2016-06-27,855.17,2016-08-23,null,null,12114
58361,Maintenance,2019-12-10,1857.17,2020-01-15,1824,null,null
58362,Furniture,2018-11-19,520.6,2018-12-20,null,null,13606
58363,Maintenance,2015-12-21,1892.03,2016-01-24,2566,null,null
58364,Maintenance,2017-07-17,877.94,2017-07-27,1193,null,null
58365,Furniture,2016-06-16,753.23,2016-07-13,null,null,11982
58366,Furniture,2016-04-21,586.27,2016-05-19,null,null,12974
58367,Wages,2017-11-28,118824,2018-01-26,null,250,null
58368,Furniture,2020-03-11,800.61,2020-04-04,null,null,12181
58369,Furniture,2016-07-15,587.85,2016-08-08,null,null,13507
58370,Maintenance,2018-12-25,868.83,2019-01-04,2380,null,null
58371,Furniture,2019-12-02,529.2,2020-01-02,null,null,13417
58372,Wages,2017-10-16,121207,2017-11-28,null,231,null
58373,Furniture,2019-11-05,586.87,2019-12-07,null,null,14122
58374,Wages,2016-04-11,50478,2016-06-08,null,107,null
58375,Wages,2020-07-29,42621,2020-08-22,null,115,null
58376,Furniture,2018-08-16,767.69,2018-09-09,null,null,11961
58377,Furniture,2016-04-03,630.53,2016-04-19,null,null,13380
58378,Wages,2019-02-28,75714,2019-03-18,null,168,null
58379,Wages,2017-08-28,142791,2017-09-07,null,186,null
58380,Furniture,2020-01-02,905.46,2020-02-28,null,null,14180
58381,Furniture,2018-03-16,717.7,2018-05-01,null,null,12189
58382,Wages,2017-10-21,61856,2017-12-10,null,179,null
58383,Furniture,2018-04-05,714,2018-04-20,null,null,11543
58384,Wages,2018-08-15,69987,2018-09-19,null,229,null
58385,Furniture,2016-11-03,979.23,2016-12-07,null,null,11553
58386,Wages,2020-02-06,113732,2020-02-25,null,117,null
58387,Wages,2018-05-27,131943,2018-07-03,null,230,null
58388,Maintenance,2019-04-15,905.36,2019-05-30,1745,null,null
58389,Furniture,2015-11-19,649.46,2016-01-06,null,null,13152
58390,Furniture,2019-09-14,696.28,2019-10-19,null,null,10668
58391,Furniture,2016-06-01,623.83,2016-06-15,null,null,12668
58392,Furniture,2016-03-04,913.27,2016-03-21,null,null,13632
58393,Maintenance,2017-03-24,1769.11,2017-05-18,1383,null,null
58394,Wages,2016-10-02,79928,2016-11-15,null,276,null
58395,Wages,2020-09-24,86988,2020-10-07,null,306,null
58396,Maintenance,2017-06-29,860.93,2017-08-23,1622,null,null
58397,Maintenance,2016-06-21,430.81,2016-07-01,2153,null,null
58398,Maintenance,2019-09-01,1772.77,2019-10-30,1495,null,null
58399,Maintenance,2020-02-02,1275.05,2020-03-17,1218,null,null
58400,Wages,2017-01-05,61426,2017-02-18,null,281,null
58401,Maintenance,2018-01-12,786.07,2018-02-27,2609,null,null
58402,Maintenance,2020-11-01,495.71,2020-11-30,1596,null,null
58403,Furniture,2017-10-13,668.91,2017-10-23,null,null,13281
58404,Wages,2019-01-15,143119,2019-02-12,null,156,null
58405,Furniture,2019-11-02,747.36,2019-12-05,null,null,11475
58406,Furniture,2018-07-19,929.24,2018-08-22,null,null,12828
58407,Wages,2018-07-14,46122,2018-07-24,null,100,null
58408,Maintenance,2018-09-29,981.17,2018-11-03,2543,null,null
58409,Wages,2017-02-06,104303,2017-03-04,null,140,null
58410,Wages,2018-08-16,143686,2018-10-01,null,193,null
58411,Wages,2020-11-10,53924,2020-12-03,null,299,null
58412,Wages,2016-06-03,122404,2016-07-27,null,139,null
58413,Wages,2016-03-10,112716,2016-05-08,null,143,null
58414,Furniture,2016-05-18,948.45,2016-07-09,null,null,12494
58415,Maintenance,2018-04-22,166.31,2018-05-17,1283,null,null
58416,Furniture,2016-11-26,855.78,2016-12-14,null,null,10229
58417,Maintenance,2016-04-07,981.01,2016-05-25,1537,null,null
58418,Maintenance,2019-10-12,1500.07,2019-10-31,1204,null,null
58419,Furniture,2016-01-02,729.74,2016-02-05,null,null,11038
58420,Maintenance,2019-03-11,323.05,2019-03-29,1868,null,null
58421,Wages,2019-12-05,136111,2020-01-03,null,115,null
58422,Maintenance,2018-09-20,197.06,2018-11-02,1955,null,null
58423,Maintenance,2020-05-07,738.94,2020-06-23,2022,null,null
58424,Furniture,2018-03-28,708.73,2018-04-14,null,null,12536
58425,Wages,2019-07-08,77034,2019-08-21,null,211,null
58426,Maintenance,2019-02-06,341.58,2019-02-17,2188,null,null
58427,Furniture,2018-04-17,778.62,2018-05-28,null,null,11485
58428,Maintenance,2020-08-07,1746.33,2020-09-19,1635,null,null
58429,Wages,2020-05-02,25606,2020-05-22,null,259,null
58430,Furniture,2019-06-12,826.22,2019-07-10,null,null,13604
58431,Wages,2020-01-31,70546,2020-02-15,null,222,null
58432,Maintenance,2019-12-09,888.45,2020-02-06,1687,null,null
58433,Furniture,2020-06-05,850.85,2020-07-01,null,null,11232
58434,Wages,2019-11-12,40860,2019-12-21,null,273,null
58435,Maintenance,2017-05-01,645.45,2017-05-23,1381,null,null
58436,Wages,2020-01-23,28287,2020-02-14,null,269,null
58437,Maintenance,2020-01-19,388.66,2020-02-13,2793,null,null
58438,Furniture,2019-06-08,860.18,2019-07-14,null,null,13450
58439,Maintenance,2017-01-16,1843.08,2017-02-22,1471,null,null
58440,Wages,2018-06-04,63743,2018-07-18,null,236,null
58441,Maintenance,2019-12-31,1842.77,2020-02-03,1752,null,null
58442,Maintenance,2019-02-07,371.63,2019-03-27,1034,null,null
58443,Maintenance,2017-05-20,1007.12,2017-07-09,2747,null,null
58444,Furniture,2016-06-14,852.37,2016-07-30,null,null,10486
58445,Maintenance,2016-04-29,760.89,2016-06-14,1984,null,null
58446,Maintenance,2016-04-17,234.44,2016-05-20,2996,null,null
58447,Maintenance,2019-05-13,1932.82,2019-07-04,2758,null,null
58448,Furniture,2016-03-11,994.08,2016-03-25,null,null,13579
58449,Maintenance,2018-03-15,1312.62,2018-04-03,1082,null,null
58450,Wages,2018-05-11,139442,2018-07-05,null,138,null
58451,Wages,2017-11-13,92918,2017-12-28,null,143,null
58452,Maintenance,2017-03-08,582.07,2017-03-24,2161,null,null
58453,Furniture,2019-05-25,991.3,2019-06-06,null,null,11118
58454,Furniture,2016-03-24,572.72,2016-04-20,null,null,11751
58455,Furniture,2020-10-24,909.65,2020-12-05,null,null,11085
58456,Maintenance,2018-12-26,120.68,2019-02-08,1348,null,null
58457,Maintenance,2018-08-05,1106.82,2018-10-01,1689,null,null
58458,Maintenance,2020-05-06,542.31,2020-05-23,2779,null,null
58459,Maintenance,2016-07-25,1112.81,2016-09-23,1877,null,null
58460,Furniture,2017-11-02,687.22,2017-11-22,null,null,11517
58461,Furniture,2019-05-04,867.28,2019-06-24,null,null,14131
58462,Wages,2018-11-09,107346,2018-11-26,null,178,null
58463,Maintenance,2017-11-01,1135.17,2017-11-21,1679,null,null
58464,Furniture,2019-12-29,664.14,2020-02-14,null,null,11713
58465,Maintenance,2019-10-26,1534.67,2019-12-04,2496,null,null
58466,Furniture,2020-09-13,563.53,2020-10-02,null,null,10551
58467,Maintenance,2016-09-04,1562.23,2016-10-18,1788,null,null
58468,Furniture,2020-09-04,875.25,2020-09-30,null,null,10666
58469,Maintenance,2020-11-07,794.49,2020-12-15,1240,null,null
58470,Wages,2018-10-19,39146,2018-11-16,null,209,null
58471,Wages,2019-09-01,90825,2019-10-20,null,218,null
58472,Furniture,2018-05-10,698.41,2018-07-07,null,null,13998
58473,Maintenance,2019-11-27,309.24,2020-01-02,2776,null,null
58474,Maintenance,2019-09-09,452.76,2019-09-23,2967,null,null
58475,Maintenance,2020-02-09,1758.2,2020-04-05,2729,null,null
58476,Wages,2016-10-22,130792,2016-11-02,null,125,null
58477,Furniture,2018-07-12,575.57,2018-08-22,null,null,12510
58478,Wages,2018-08-13,66889,2018-09-27,null,136,null
58479,Wages,2019-11-20,38519,2020-01-03,null,178,null
58480,Wages,2016-09-07,26274,2016-09-21,null,190,null
58481,Furniture,2020-09-30,659.01,2020-10-12,null,null,12557
58482,Wages,2016-11-23,31159,2016-12-29,null,273,null
58483,Wages,2016-09-26,46172,2016-11-20,null,288,null
58484,Wages,2020-02-26,35937,2020-04-01,null,220,null
58485,Maintenance,2020-11-06,1700.76,2020-11-23,2164,null,null
58486,Wages,2017-02-28,137880,2017-04-29,null,233,null
58487,Wages,2018-08-13,92457,2018-08-28,null,150,null
58488,Maintenance,2020-04-03,754.2,2020-05-08,1088,null,null
58489,Maintenance,2020-09-03,965.25,2020-10-06,2998,null,null
58490,Furniture,2016-08-07,928.27,2016-10-06,null,null,10837
58491,Maintenance,2016-08-26,157.3,2016-09-16,1844,null,null
58492,Furniture,2016-12-07,916.79,2017-01-03,null,null,12437
58493,Maintenance,2019-06-11,103.14,2019-07-07,1256,null,null
58494,Maintenance,2016-10-24,842.05,2016-11-27,1581,null,null
58495,Maintenance,2017-11-19,224.77,2018-01-03,1870,null,null
58496,Wages,2016-10-31,86441,2016-12-29,null,238,null
58497,Furniture,2017-04-16,707.78,2017-06-14,null,null,10851
58498,Furniture,2016-03-12,988.71,2016-05-09,null,null,11831
58499,Wages,2018-12-17,104519,2018-12-28,null,288,null
58500,Furniture,2018-05-15,837.35,2018-05-29,null,null,12239
58501,Wages,2019-05-26,43438,2019-07-15,null,103,null
58502,Maintenance,2017-03-28,186.93,2017-04-16,2689,null,null
58503,Furniture,2019-02-22,593.07,2019-04-04,null,null,12308
58504,Wages,2018-08-30,110709,2018-10-17,null,303,null
58505,Wages,2016-10-14,45486,2016-11-20,null,155,null
58506,Maintenance,2015-12-28,1679.09,2016-01-20,2464,null,null
58507,Furniture,2016-11-19,909.11,2017-01-12,null,null,13270
58508,Wages,2016-11-15,82447,2016-12-16,null,176,null
58509,Furniture,2019-12-14,734.57,2020-02-06,null,null,12008
58510,Maintenance,2017-02-13,1237.55,2017-02-23,2084,null,null
58511,Maintenance,2018-03-08,1898.73,2018-04-04,2836,null,null
58512,Wages,2020-01-28,79084,2020-03-15,null,185,null
58513,Furniture,2016-05-06,587.65,2016-06-14,null,null,12455
58514,Wages,2017-08-12,115402,2017-09-23,null,131,null
58515,Maintenance,2019-07-06,621.63,2019-08-15,1579,null,null
58516,Furniture,2017-09-07,643.42,2017-10-17,null,null,13579
58517,Wages,2019-09-18,102098,2019-10-04,null,306,null
58518,Wages,2017-07-27,126770,2017-08-21,null,264,null
58519,Wages,2020-07-13,32660,2020-08-05,null,192,null
58520,Wages,2016-06-03,48221,2016-07-28,null,314,null
58521,Maintenance,2017-10-27,1149.49,2017-11-23,2981,null,null
58522,Furniture,2016-06-21,721.46,2016-07-03,null,null,12004
58523,Wages,2020-10-11,27420,2020-11-06,null,250,null
58524,Wages,2019-03-29,62220,2019-04-30,null,241,null
58525,Wages,2018-01-01,125123,2018-02-19,null,301,null
58526,Maintenance,2016-01-28,1698.84,2016-02-20,2616,null,null
58527,Wages,2019-09-05,135207,2019-09-18,null,139,null
58528,Wages,2016-04-18,30395,2016-05-02,null,121,null
58529,Maintenance,2017-10-06,827.97,2017-10-16,2983,null,null
58530,Maintenance,2018-04-25,139.14,2018-05-16,2023,null,null
58531,Wages,2019-11-24,139948,2020-01-20,null,256,null
58532,Wages,2019-09-23,53482,2019-10-16,null,137,null
58533,Furniture,2018-11-12,543.49,2018-11-27,null,null,11342
58534,Maintenance,2017-01-26,1621.32,2017-02-14,2725,null,null
58535,Maintenance,2018-10-20,536.82,2018-12-19,2266,null,null
58536,Wages,2017-10-08,43318,2017-11-08,null,230,null
58537,Wages,2017-05-10,83625,2017-06-29,null,173,null
58538,Maintenance,2018-04-25,418.68,2018-06-08,2588,null,null
58539,Wages,2019-10-07,26002,2019-11-06,null,102,null
58540,Furniture,2019-05-16,577.47,2019-06-02,null,null,12706
58541,Wages,2018-11-08,53625,2018-12-09,null,247,null
58542,Furniture,2018-07-30,523.59,2018-09-23,null,null,12808
58543,Maintenance,2018-12-13,1479.88,2019-01-04,1880,null,null
58544,Wages,2018-10-14,95323,2018-12-07,null,205,null
58545,Furniture,2017-04-18,810.04,2017-06-16,null,null,13156
58546,Maintenance,2017-05-13,1693.89,2017-06-17,2142,null,null
58547,Wages,2016-09-06,100457,2016-09-28,null,181,null
58548,Wages,2017-10-14,122664,2017-12-05,null,313,null
58549,Maintenance,2018-07-27,751.61,2018-08-31,1239,null,null
58550,Furniture,2020-11-06,961.65,2020-11-17,null,null,12675
58551,Wages,2020-03-21,83143,2020-04-01,null,299,null
58552,Maintenance,2017-10-31,1773.62,2017-11-27,1343,null,null
58553,Wages,2018-04-23,98538,2018-05-19,null,260,null
58554,Maintenance,2020-10-14,656.75,2020-12-09,1570,null,null
58555,Maintenance,2017-12-09,1505.24,2018-01-06,2607,null,null
58556,Furniture,2019-02-17,986.54,2019-04-17,null,null,12610
58557,Maintenance,2018-06-13,1627.22,2018-08-07,2129,null,null
58558,Furniture,2018-06-25,535.55,2018-07-11,null,null,14156
58559,Wages,2019-05-11,126286,2019-06-22,null,220,null
58560,Maintenance,2017-06-09,517.91,2017-07-12,2504,null,null
58561,Maintenance,2020-11-12,906.09,2021-01-02,1567,null,null
58562,Wages,2020-09-09,40537,2020-09-25,null,229,null
58563,Wages,2016-07-11,148877,2016-08-20,null,133,null
58564,Wages,2018-07-24,30903,2018-09-02,null,143,null
58565,Wages,2017-06-03,91884,2017-07-26,null,155,null
58566,Wages,2017-01-16,40816,2017-03-07,null,126,null
58567,Furniture,2018-09-03,700.04,2018-10-07,null,null,13172
58568,Maintenance,2020-07-14,1363.52,2020-09-02,2601,null,null
58569,Maintenance,2019-04-08,905.22,2019-05-21,1156,null,null
58570,Maintenance,2018-02-13,1928.81,2018-03-01,2239,null,null
58571,Maintenance,2016-09-01,1030.82,2016-10-13,1030,null,null
58572,Furniture,2020-03-24,710.66,2020-04-25,null,null,10786
58573,Wages,2018-11-03,65871,2018-11-19,null,147,null
58574,Maintenance,2018-06-24,1156.36,2018-08-01,1201,null,null
58575,Wages,2016-05-12,66258,2016-06-14,null,271,null
58576,Wages,2017-05-21,59854,2017-06-26,null,265,null
58577,Wages,2020-08-04,141081,2020-09-23,null,237,null
58578,Wages,2019-02-01,74664,2019-03-16,null,148,null
58579,Maintenance,2017-10-09,1270.77,2017-12-05,1834,null,null
58580,Wages,2017-08-28,74373,2017-10-25,null,198,null
58581,Maintenance,2020-05-04,1277.71,2020-06-02,2949,null,null
58582,Furniture,2018-12-23,670.09,2019-02-03,null,null,13688
58583,Wages,2019-06-13,126096,2019-08-01,null,146,null
58584,Maintenance,2018-07-04,829.37,2018-08-24,1860,null,null
58585,Furniture,2017-12-04,834.08,2018-01-01,null,null,10888
58586,Furniture,2016-08-19,614.08,2016-09-06,null,null,12199
58587,Furniture,2017-12-06,612.05,2018-01-11,null,null,11512
58588,Furniture,2016-07-13,562.87,2016-07-30,null,null,12467
58589,Furniture,2019-03-10,886.92,2019-05-03,null,null,11625
58590,Wages,2017-04-25,86694,2017-06-21,null,252,null
58591,Furniture,2019-02-25,514,2019-04-23,null,null,11877
58592,Furniture,2020-05-17,653.1,2020-06-02,null,null,13068
58593,Furniture,2018-11-29,876.93,2018-12-28,null,null,14150
58594,Wages,2017-04-27,56895,2017-05-20,null,248,null
58595,Furniture,2017-05-13,779.21,2017-05-31,null,null,11890
58596,Furniture,2017-11-16,795.89,2017-12-24,null,null,11040
58597,Wages,2020-05-06,72802,2020-05-19,null,206,null
58598,Wages,2018-11-08,118058,2019-01-01,null,263,null
58599,Wages,2020-03-27,129731,2020-04-10,null,229,null
58600,Wages,2019-02-27,129990,2019-04-26,null,235,null
58601,Maintenance,2019-03-11,1626.45,2019-04-04,1301,null,null
58602,Furniture,2018-09-21,871.94,2018-11-18,null,null,13794
58603,Wages,2019-09-05,105110,2019-09-30,null,103,null
58604,Wages,2016-02-18,138604,2016-04-04,null,144,null
58605,Wages,2017-02-07,148680,2017-03-27,null,220,null
58606,Wages,2018-07-10,148655,2018-08-15,null,240,null
58607,Maintenance,2018-02-17,531.96,2018-04-08,2879,null,null
58608,Maintenance,2020-05-20,1820.56,2020-06-16,2841,null,null
58609,Maintenance,2017-03-09,387.45,2017-04-06,1189,null,null
58610,Maintenance,2018-10-07,757.37,2018-11-27,1323,null,null
58611,Furniture,2018-07-17,905.74,2018-08-13,null,null,13763
58612,Furniture,2017-11-01,710.23,2017-12-24,null,null,13333
58613,Furniture,2018-12-30,568.96,2019-01-24,null,null,12626
58614,Wages,2019-12-30,120576,2020-02-05,null,227,null
58615,Wages,2019-03-02,92950,2019-04-12,null,214,null
58616,Wages,2017-05-08,127453,2017-05-21,null,253,null
58617,Maintenance,2016-12-05,121.45,2016-12-19,1959,null,null
58618,Maintenance,2020-06-11,477.68,2020-07-09,1938,null,null
58619,Maintenance,2017-05-31,1801.92,2017-07-06,1257,null,null
58620,Wages,2020-10-11,106632,2020-11-01,null,245,null
58621,Maintenance,2017-08-07,1433.32,2017-08-27,2427,null,null
58622,Wages,2016-10-08,81133,2016-11-10,null,312,null
58623,Wages,2016-10-15,119725,2016-11-29,null,275,null
58624,Wages,2017-09-07,131597,2017-09-28,null,242,null
58625,Wages,2015-12-07,38305,2016-01-30,null,134,null
58626,Maintenance,2020-01-31,1387.29,2020-02-17,2530,null,null
58627,Furniture,2016-04-23,924.34,2016-05-15,null,null,13405
58628,Furniture,2020-02-27,691.51,2020-04-24,null,null,11688
58629,Wages,2019-06-18,52823,2019-08-12,null,314,null
58630,Maintenance,2016-02-11,1300.47,2016-02-23,1445,null,null
58631,Furniture,2019-08-14,700.44,2019-09-05,null,null,11235
58632,Maintenance,2017-06-05,1337.26,2017-06-26,2610,null,null
58633,Furniture,2020-03-24,751.7,2020-05-10,null,null,10276
58634,Wages,2018-10-16,71406,2018-12-09,null,154,null
58635,Furniture,2019-02-15,894.6,2019-03-08,null,null,13132
58636,Wages,2016-02-20,26286,2016-04-02,null,182,null
58637,Wages,2019-10-07,34053,2019-11-30,null,180,null
58638,Maintenance,2017-03-21,1194.18,2017-04-10,1022,null,null
58639,Wages,2017-06-30,53168,2017-08-29,null,203,null
